#Home Points, Away Points, Home Goals Shooten, Home Goals Got, Away Goals Shooten, Away Goals Got, Result(0 ^= draw, 1 ^= homeWin, 2 ^= awayWin), QuoteHome Bwin, QuoteDraw Bwin, QuoteAway Bwin 
-5,-8,2,5,-1,2,2.55,3.15,2.55,1
-13,-19,-6,-5,-9,-6,2.65,3.15,2.45,2
0,15,-10,-9,-12,-10,2.0,3.25,3.4,2
21,26,7,6,9,8,1.4,4.1,7.0,1
16,26,5,2,5,1,1.4,4.1,7.0,1
-8,-21,-1,0,-3,0,2.4,3.2,2.7,1
-13,-20,2,3,0,2,2.55,3.15,2.55,1
17,17,1,0,-2,-2,1.7,3.2,5.0,2
11,12,-1,-2,3,2,1.6,3.4,5.5,2
9,6,3,0,4,1,1.55,3.5,5.9,0
-15,-12,-6,-8,-7,-6,2.55,3.15,2.55,2
15,23,-3,-3,-1,-1,1.65,3.4,5.0,2
-18,-26,2,0,4,1,2.85,3.2,2.3,0
1,3,2,3,5,5,1.9,3.25,3.7,1
0,7,-1,-3,0,-4,1.9,3.25,3.75,0
3,5,1,3,4,5,1.85,3.3,3.9,1
-10,-22,3,0,4,1,2.85,3.0,2.4,0
-5,-11,2,2,-1,-2,2.55,3.15,2.55,1
-10,-23,0,3,-2,0,2.55,3.15,2.55,0
-6,-9,-5,-3,-6,-4,2.15,3.2,3.1,2
-12,-7,-3,1,0,4,2.3,3.2,2.85,1
4,5,5,3,4,3,1.8,3.15,4.4,0
20,30,3,1,-1,-1,1.55,3.5,5.9,2
-32,-44,-2,1,-3,-1,4.8,3.3,1.7,0
26,36,2,2,1,3,1.5,3.6,6.3,1
22,25,14,8,16,10,1.4,4.1,7.1,1
7,20,-2,4,-1,5,1.7,3.4,4.6,1
5,10,0,3,3,7,1.8,3.15,4.4,1
13,24,2,1,4,0,1.8,3.4,3.95,1
8,5,0,-6,1,-6,1.6,3.45,5.4,2
-2,-7,-2,1,-4,-1,2.4,3.1,2.75,0
-23,-36,5,8,7,11,3.4,3.25,2.0,1
-26,-37,-7,-7,-5,-6,3.35,3.2,2.05,2
8,10,-4,-2,2,2,1.7,3.5,4.4,1
3,9,0,3,3,4,1.75,3.25,4.5,1
